study_uid,series_uid,source,dicom_dir,zarr_path,zarr_exists,dicom_exists,dicom_size_bytes
1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694,1.2.826.0.1.3680043.8.498.13296999036699970015394774646366888508,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.13296999036699970015394774646366888508,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.13296999036699970015394774646366888508.zarr,True,True,14716874
1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694,1.2.826.0.1.3680043.8.498.17788328184588251927885322950125517044,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.17788328184588251927885322950125517044,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.17788328184588251927885322950125517044.zarr,True,True,16819004
1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694,1.2.826.0.1.3680043.8.498.29965917981323773789333926940148056458,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.29965917981323773789333926940148056458,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.29965917981323773789333926940148056458.zarr,True,True,16819708
1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694,1.2.826.0.1.3680043.8.498.65285442592369383354797615628086880826,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.65285442592369383354797615628086880826,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45082393649917309927267478072569185694/1.2.826.0.1.3680043.8.498.65285442592369383354797615628086880826.zarr,True,True,13665438
1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634,1.2.826.0.1.3680043.8.498.10134472018255864476885113147105493655,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.10134472018255864476885113147105493655,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.10134472018255864476885113147105493655.zarr,True,True,9465802
1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634,1.2.826.0.1.3680043.8.498.22671011449335800095105347200192288812,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.22671011449335800095105347200192288812,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.22671011449335800095105347200192288812.zarr,True,True,22161868
1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634,1.2.826.0.1.3680043.8.498.59124709153936662760656187432576117252,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.59124709153936662760656187432576117252,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.59124709153936662760656187432576117252.zarr,True,True,12484960
1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634,1.2.826.0.1.3680043.8.498.66178038399904756844301996088431483169,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.66178038399904756844301996088431483169,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.66178038399904756844301996088431483169.zarr,True,True,23828542
1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634,1.2.826.0.1.3680043.8.498.90913860843583326358367260708548832936,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.90913860843583326358367260708548832936,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45118217412917282413100913670807141634/1.2.826.0.1.3680043.8.498.90913860843583326358367260708548832936.zarr,True,True,11318146
1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093,1.2.826.0.1.3680043.8.498.12753054111751315825462213860931134745,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.12753054111751315825462213860931134745,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.12753054111751315825462213860931134745.zarr,True,True,9484572
1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093,1.2.826.0.1.3680043.8.498.13304641341287046191228614953521652852,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.13304641341287046191228614953521652852,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.13304641341287046191228614953521652852.zarr,True,True,6600468
1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093,1.2.826.0.1.3680043.8.498.13310056883669203243232669647401585738,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.13310056883669203243232669647401585738,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.13310056883669203243232669647401585738.zarr,True,True,3975634
1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093,1.2.826.0.1.3680043.8.498.24291030343955932460771102296456943265,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.24291030343955932460771102296456943265,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.24291030343955932460771102296456943265.zarr,True,True,6600626
1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093,1.2.826.0.1.3680043.8.498.49993499256364478139145323859485740072,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.49993499256364478139145323859485740072,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45170517567841608067443743961197123093/1.2.826.0.1.3680043.8.498.49993499256364478139145323859485740072.zarr,True,True,8250542
1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293,1.2.826.0.1.3680043.8.498.11870819330895659838485694086349279513,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.11870819330895659838485694086349279513,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.11870819330895659838485694086349279513.zarr,True,True,9326396
1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293,1.2.826.0.1.3680043.8.498.28957024987859670386693017068575444550,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.28957024987859670386693017068575444550,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.28957024987859670386693017068575444550.zarr,True,True,26264958
1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293,1.2.826.0.1.3680043.8.498.52040000191208184158884056303130213141,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.52040000191208184158884056303130213141,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.52040000191208184158884056303130213141.zarr,True,True,30113656
1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293,1.2.826.0.1.3680043.8.498.68509673080193666342035143580977107775,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.68509673080193666342035143580977107775,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.68509673080193666342035143580977107775.zarr,True,True,29785076
1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293,1.2.826.0.1.3680043.8.498.71690735438547011524485287190612529367,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.71690735438547011524485287190612529367,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45207812477654339877341538582090218293/1.2.826.0.1.3680043.8.498.71690735438547011524485287190612529367.zarr,True,True,24623400
1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987,1.2.826.0.1.3680043.8.498.46138920610931837982330466494030371919,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.46138920610931837982330466494030371919,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.46138920610931837982330466494030371919.zarr,True,True,25764894
1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987,1.2.826.0.1.3680043.8.498.62455488662989541359838118064767331416,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.62455488662989541359838118064767331416,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.62455488662989541359838118064767331416.zarr,True,True,23660336
1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987,1.2.826.0.1.3680043.8.498.75458951990137493512441713863583889316,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.75458951990137493512441713863583889316,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.75458951990137493512441713863583889316.zarr,True,True,25239232
1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987,1.2.826.0.1.3680043.8.498.79833690781863499808608007933236134837,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.79833690781863499808608007933236134837,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45251306032215692953561852960585282987/1.2.826.0.1.3680043.8.498.79833690781863499808608007933236134837.zarr,True,True,102833546
1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632,1.2.826.0.1.3680043.8.498.12222136556680886247764922525020027480,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.12222136556680886247764922525020027480,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.12222136556680886247764922525020027480.zarr,True,True,9248640
1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632,1.2.826.0.1.3680043.8.498.41681971461305169339232132998123186995,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.41681971461305169339232132998123186995,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.41681971461305169339232132998123186995.zarr,True,True,56666192
1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632,1.2.826.0.1.3680043.8.498.51873372323793318811325897752737944800,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.51873372323793318811325897752737944800,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.51873372323793318811325897752737944800.zarr,True,True,7398272
1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632,1.2.826.0.1.3680043.8.498.70117049278191551569360563837392228147,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.70117049278191551569360563837392228147,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.70117049278191551569360563837392228147.zarr,True,True,10635428
1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632,1.2.826.0.1.3680043.8.498.86443066165180412900568910074079520519,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.86443066165180412900568910074079520519,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45273393220765922863913956738614783632/1.2.826.0.1.3680043.8.498.86443066165180412900568910074079520519.zarr,True,True,7398496
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,1.2.826.0.1.3680043.8.498.11692270206289371201120200995196779109,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.11692270206289371201120200995196779109,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.11692270206289371201120200995196779109.zarr,True,True,22013528
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,1.2.826.0.1.3680043.8.498.11976562942124258300962735810887940946,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.11976562942124258300962735810887940946,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.11976562942124258300962735810887940946.zarr,True,True,16779236
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,1.2.826.0.1.3680043.8.498.25470227410465704813020697363007658982,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.25470227410465704813020697363007658982,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.25470227410465704813020697363007658982.zarr,True,True,16779056
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,1.2.826.0.1.3680043.8.498.44840285733962751848685923840573751492,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.44840285733962751848685923840573751492,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.44840285733962751848685923840573751492.zarr,True,True,16779236
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,1.2.826.0.1.3680043.8.498.52016288049342865015201485054789779074,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.52016288049342865015201485054789779074,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.52016288049342865015201485054789779074.zarr,True,True,8389882
1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961,1.2.826.0.1.3680043.8.498.78547400736066283615909169328447683014,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.78547400736066283615909169328447683014,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45286493874121093392171044034263851961/1.2.826.0.1.3680043.8.498.78547400736066283615909169328447683014.zarr,True,True,16778816
1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876,1.2.826.0.1.3680043.8.498.10245475887210009992147130573566107713,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.10245475887210009992147130573566107713,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.10245475887210009992147130573566107713.zarr,True,True,20780746
1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876,1.2.826.0.1.3680043.8.498.12344400982862140457496895755769957742,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.12344400982862140457496895755769957742,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.12344400982862140457496895755769957742.zarr,True,True,20780626
1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876,1.2.826.0.1.3680043.8.498.16119541353240457512098376060532796704,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.16119541353240457512098376060532796704,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.16119541353240457512098376060532796704.zarr,True,True,40158876
1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876,1.2.826.0.1.3680043.8.498.45260117272445823764442174271447779951,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.45260117272445823764442174271447779951,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.45260117272445823764442174271447779951.zarr,True,True,31186592
1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876,1.2.826.0.1.3680043.8.498.67229524640924916887788375138057170938,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.67229524640924916887788375138057170938,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45304570280714567513866386380356988876/1.2.826.0.1.3680043.8.498.67229524640924916887788375138057170938.zarr,True,True,40159080
1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492,1.2.826.0.1.3680043.8.498.10062808718118342708343930875375542876,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.10062808718118342708343930875375542876,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.10062808718118342708343930875375542876.zarr,True,True,6393826
1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492,1.2.826.0.1.3680043.8.498.11050025090805214999413986094398980746,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.11050025090805214999413986094398980746,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.11050025090805214999413986094398980746.zarr,True,True,6187670
1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492,1.2.826.0.1.3680043.8.498.30195127915469798541627162498353337453,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.30195127915469798541627162498353337453,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.30195127915469798541627162498353337453.zarr,True,True,4108196
1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492,1.2.826.0.1.3680043.8.498.57929343334271560743267797210135406582,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.57929343334271560743267797210135406582,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.57929343334271560743267797210135406582.zarr,True,True,6187544
1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492,1.2.826.0.1.3680043.8.498.80936737767794943904471001854957236517,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.80936737767794943904471001854957236517,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45316453179223822297459860764883030492/1.2.826.0.1.3680043.8.498.80936737767794943904471001854957236517.zarr,True,True,3975770
1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949,1.2.826.0.1.3680043.8.498.13053949868397496659717600947187087580,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.13053949868397496659717600947187087580,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.13053949868397496659717600947187087580.zarr,True,True,8600326
1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949,1.2.826.0.1.3680043.8.498.22265759881506524041031882598516894705,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.22265759881506524041031882598516894705,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.22265759881506524041031882598516894705.zarr,True,True,9484636
1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949,1.2.826.0.1.3680043.8.498.50934920277802346564618860597788786439,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.50934920277802346564618860597788786439,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.50934920277802346564618860597788786439.zarr,True,True,9780948
1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949,1.2.826.0.1.3680043.8.498.62878358812644855276390191349235617177,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.62878358812644855276390191349235617177,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.62878358812644855276390191349235617177.zarr,True,True,6965524
1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949,1.2.826.0.1.3680043.8.498.92735463227722076211748289636285711877,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.92735463227722076211748289636285711877,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45326662718293919909188368237039419949/1.2.826.0.1.3680043.8.498.92735463227722076211748289636285711877.zarr,True,True,9781082
1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959,1.2.826.0.1.3680043.8.498.10526170811675804310874509841822790037,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.10526170811675804310874509841822790037,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.10526170811675804310874509841822790037.zarr,True,True,6187610
1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959,1.2.826.0.1.3680043.8.498.58566441006661022706229629515586332730,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.58566441006661022706229629515586332730,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.58566441006661022706229629515586332730.zarr,True,True,6600224
1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959,1.2.826.0.1.3680043.8.498.60508153328877400477086621469417354872,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.60508153328877400477086621469417354872,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.60508153328877400477086621469417354872.zarr,True,True,4240864
1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959,1.2.826.0.1.3680043.8.498.91259594630538749916213052339027918448,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.91259594630538749916213052339027918448,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.91259594630538749916213052339027918448.zarr,True,True,4241042
1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959,1.2.826.0.1.3680043.8.498.98762648805757038024428385073135471220,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.98762648805757038024428385073135471220,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45332185607602495786497298658937575959/1.2.826.0.1.3680043.8.498.98762648805757038024428385073135471220.zarr,True,True,6600402
1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641,1.2.826.0.1.3680043.8.498.17863998514103268926123081855303025153,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.17863998514103268926123081855303025153,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.17863998514103268926123081855303025153.zarr,True,True,11568764
1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641,1.2.826.0.1.3680043.8.498.18774352291692162618374228737624304642,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.18774352291692162618374228737624304642,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.18774352291692162618374228737624304642.zarr,True,True,11568708
1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641,1.2.826.0.1.3680043.8.498.55949413055725912199830814935859814071,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.55949413055725912199830814935859814071,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.55949413055725912199830814935859814071.zarr,True,True,11568872
1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641,1.2.826.0.1.3680043.8.498.76240128521599955869691057570483889890,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.76240128521599955869691057570483889890,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.76240128521599955869691057570483889890.zarr,True,True,2918130
1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641,1.2.826.0.1.3680043.8.498.91584118067125423350030115618486512531,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.91584118067125423350030115618486512531,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45367987334597713963053051542179369641/1.2.826.0.1.3680043.8.498.91584118067125423350030115618486512531.zarr,True,True,11568338
1.2.826.0.1.3680043.8.498.45368532788186860828867663606651818835,1.2.826.0.1.3680043.8.498.11039756871454522037107999973865424200,v3,/workspace/data/raw/train_series/1.2.826.0.1.3680043.8.498.45368532788186860828867663606651818835/1.2.826.0.1.3680043.8.498.11039756871454522037107999973865424200,/workspace/data/zarr/1.2.826.0.1.3680043.8.498.45368532788186860828867663606651818835/1.2.826.0.1.3680043.8.498.11039756871454522037107999973865424200.zarr,True,True,20780690
