study_uid,series_uid,status,reason,n_files,modality,sop_class,rows,columns,pixel_spacing,orientation,n_missing_ipp,n_missing_iop,n_orientation_groups,n_pixel_spacing_groups,n_duplicate_positions,median_spacing_mm,min_spacing_mm,max_spacing_mm,max_spacing_deviation_pct,instance_min,instance_max
1.2.826.0.1.3680043.8.498.63683477631564232018930819747238111809,1.2.826.0.1.3680043.8.498.80449234366614740287298123956574901809,VALID,,186,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.28145695,0.28145695","0.98759423,0.09228397,0.12704845,-0.09186796,0.99572922,-0.00914277",0,0,1,,0,0.900000,0.899994,0.900002,0.0007,1,186
1.2.826.0.1.3680043.8.498.63683477631564232018930819747238111809,1.2.826.0.1.3680043.8.498.86926471095027623071896778697596637813,VALID,,320,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.28145695,0.28145695","-0.09186796,0.99572921,-0.00914277,0.12734959,0.00264233,-0.99185437",0,0,1,,0,0.399997,0.399982,0.400012,0.0038,1,320
1.2.826.0.1.3680043.8.498.63683477631564232018930819747238111809,1.2.826.0.1.3680043.8.498.92800012200199889737605554919660754116,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.98759425,0.09228396,0.12704845,-0.09186796,0.99572921,-0.00914277",0,0,1,,0,5.500000,5.499994,5.500001,0.0001,1,25
1.2.826.0.1.3680043.8.498.63726512375511246975989322174096818969,1.2.826.0.1.3680043.8.498.11647492351994738026192781180536503463,VALID,,18,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.30303031,0.30303031","0.97988379,-0.19956827,0.00047790,0.00967003,0.04508790,-0.99893624",0,0,1,,0,5.932800,5.932799,5.932806,0.0001,1,18
1.2.826.0.1.3680043.8.498.63726512375511246975989322174096818969,1.2.826.0.1.3680043.8.498.24830026619245989120192410378102606807,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,704,704,"0.24242425,0.24242425","0.21762741,0.97534668,0.03656737,0.06728651,0.02238376,-0.99748260",0,0,1,,0,4.000001,3.999997,4.000005,0.0001,1,26
1.2.826.0.1.3680043.8.498.63726512375511246975989322174096818969,1.2.826.0.1.3680043.8.498.34104483831584436388103003018723280226,VALID,,18,MR,1.2.840.10008.5.1.4.1.1.4,336,336,"0.47619048,0.47619048","0.97988379,-0.19956827,0.00047790,0.00967003,0.04508790,-0.99893624",0,0,1,,0,5.932800,5.932799,5.932806,0.0001,1,18
1.2.826.0.1.3680043.8.498.63726512375511246975989322174096818969,1.2.826.0.1.3680043.8.498.62915036367192562859460839237700527750,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,576,576,"0.29166666,0.29166666","0.97690868,-0.20962225,-0.04132714,0.21206665,0.97488236,0.06805976",0,0,1,,0,5.103642,5.103637,5.103645,0.0001,1,25
1.2.826.0.1.3680043.8.498.63726512375511246975989322174096818969,1.2.826.0.1.3680043.8.498.86670339428308635048705355882328110346,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.46428570,0.46428570","0.21762741,0.97534668,0.03656737,0.06728651,0.02238376,-0.99748260",0,0,1,,0,3.963915,3.963914,3.963923,0.0002,1,24
1.2.826.0.1.3680043.8.498.63797588614544518196205411126336672334,1.2.826.0.1.3680043.8.498.11511695079226647826954175315661213670,VALID,,24,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.98844719,-0.11464982,-0.09913414,0.12853734,0.98068166,0.14745061",0,0,1,,0,5.178454,5.178450,5.178455,0.0001,1,24
1.2.826.0.1.3680043.8.498.63797588614544518196205411126336672334,1.2.826.0.1.3680043.8.498.23993228475285857664708431307294110227,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.16601562,0.16601562","-0.05217726,0.98797023,0.14557607,0.09238974,0.14992511,-0.98437119",0,0,1,,0,3.899999,3.899991,3.900007,0.0002,1,26
1.2.826.0.1.3680043.8.498.63797588614544518196205411126336672334,1.2.826.0.1.3680043.8.498.53537787516852481861835235924692752104,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.26562500,0.26562500","-0.05217726,0.98797023,0.14557607,0.09238974,0.14992511,-0.98437119",0,0,1,,0,3.899999,3.899991,3.900007,0.0002,1,26
1.2.826.0.1.3680043.8.498.63797588614544518196205411126336672334,1.2.826.0.1.3680043.8.498.77186234555140108296222942762153561118,VALID,,21,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31258520,0.31258520","0.98554987,-0.13375327,-0.10393026,-0.07784629,0.18727724,-0.97921765",0,0,1,,0,4.900000,4.899994,4.900002,0.0001,1,21
1.2.826.0.1.3680043.8.498.63797588614544518196205411126336672334,1.2.826.0.1.3680043.8.498.95595477741417805343868293723884818284,VALID,,21,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.98559809,-0.13270301,-0.10481571,-0.07813779,0.19231062,-0.97821832",0,0,1,,0,5.012210,5.012204,5.012212,0.0001,1,21
1.2.826.0.1.3680043.8.498.63849051301265505051181245915656194652,1.2.826.0.1.3680043.8.498.33497694482519754115994402651829373658,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.46875000,0.46875000","0.28066671,0.95980529,-0.00000001,0.02847382,-0.00832633,-0.99955986",0,0,1,,0,3.509998,3.509998,3.510005,0.0002,1,32
1.2.826.0.1.3680043.8.498.63849051301265505051181245915656194652,1.2.826.0.1.3680043.8.498.38639091816096582739777967208449817760,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.39062500,0.39062500","0.28066671,0.95980529,-0.00000001,0.02847382,-0.00832633,-0.99955986",0,0,1,,0,3.509998,3.509998,3.510005,0.0002,1,32
1.2.826.0.1.3680043.8.498.63849051301265505051181245915656194652,1.2.826.0.1.3680043.8.498.41174520385515855235458840416465973086,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.50000000,0.50000000","0.97667227,-0.21473534,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.510000,3.509995,3.510004,0.0002,1,36
1.2.826.0.1.3680043.8.498.63849051301265505051181245915656194652,1.2.826.0.1.3680043.8.498.60027487693633240313067815852171034885,VALID,,36,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.41666666,0.41666666","0.97667227,-0.21473534,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.510000,3.509995,3.510004,0.0002,1,36
1.2.826.0.1.3680043.8.498.63849051301265505051181245915656194652,1.2.826.0.1.3680043.8.498.75996315239585467238718448457643872696,VALID,,38,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.46875000,0.46875000","1.00000000,0.00000000,0.00000000,-0.00000000,1.00000000,0.00000000",0,0,1,,0,4.095001,4.094994,4.095001,0.0002,1,38
1.2.826.0.1.3680043.8.498.63884838982826315257233262184190435906,1.2.826.0.1.3680043.8.498.41553634803251561756686654761587954232,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.43750000,0.43750000","0.98053436,-0.18273495,-0.07183524,0.18651490,0.98118158,0.04994903",0,0,1,,0,4.550000,4.549996,4.550004,0.0001,1,30
1.2.826.0.1.3680043.8.498.63884838982826315257233262184190435906,1.2.826.0.1.3680043.8.498.47464808993720632953507743637146344320,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,448,448,"0.31250000,0.31250000","0.00860643,0.99840846,0.05573570,-0.05503204,0.05612620,-0.99690588",0,0,1,,0,2.999998,2.999996,3.000004,0.0002,1,34
1.2.826.0.1.3680043.8.498.63884838982826315257233262184190435906,1.2.826.0.1.3680043.8.498.82701079609040352459403864404290125531,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.43750000,0.43750000","0.00860641,0.99840846,0.05573571,-0.05503164,0.05612621,-0.99690590",0,0,1,,0,2.999998,2.999996,3.000004,0.0002,1,34
1.2.826.0.1.3680043.8.498.63884838982826315257233262184190435906,1.2.826.0.1.3680043.8.498.84501813668670275619103370265784798286,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.43750000,0.43750000","0.97742773,-0.19872165,-0.07172685,-0.05869133,0.07073557,-0.99576694",0,0,1,,0,3.300000,3.299998,3.300001,0.0001,1,28
1.2.826.0.1.3680043.8.498.63884838982826315257233262184190435906,1.2.826.0.1.3680043.8.498.91195020870892183368931436110737181094,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.36458334,0.36458334","0.97742773,-0.19872165,-0.07172685,-0.05869133,0.07073557,-0.99576694",0,0,1,,0,3.300000,3.299998,3.300001,0.0001,1,28
1.2.826.0.1.3680043.8.498.63894147741855851067411708837856142566,1.2.826.0.1.3680043.8.498.48744821012265682092411622489093098125,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.32196969,0.32196969","0.98830134,0.14989346,0.02815074,0.00515712,0.15162824,-0.98842412",0,0,1,,0,4.749191,4.749186,4.749195,0.0001,1,23
1.2.826.0.1.3680043.8.498.63894147741855851067411708837856142566,1.2.826.0.1.3680043.8.498.61443777511115808406051530682199077670,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.30357143,0.30357143","-0.09672954,0.99262869,0.07301814,0.01738855,0.07503632,-0.99702919",0,0,1,,0,3.802313,3.802313,3.802328,0.0004,1,28
1.2.826.0.1.3680043.8.498.63894147741855851067411708837856142566,1.2.826.0.1.3680043.8.498.77628058722119927425041626229361842698,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33203125,0.33203125","-0.09672954,0.99262869,0.07301814,0.01738855,0.07503632,-0.99702919",0,0,1,,0,3.802313,3.802313,3.802328,0.0004,1,28
1.2.826.0.1.3680043.8.498.63894147741855851067411708837856142566,1.2.826.0.1.3680043.8.498.89691220902679176533980010631837587079,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.35156250,0.35156250","0.98945397,0.14216061,0.02777036,-0.14467186,0.97936237,0.14113599",0,0,1,,0,5.300001,5.299997,5.300001,0.0001,1,22
1.2.826.0.1.3680043.8.498.63894147741855851067411708837856142566,1.2.826.0.1.3680043.8.498.93788012685412213403308358302883507385,VALID,,23,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.32196969,0.32196969","0.98830134,0.14989346,0.02815074,0.00515712,0.15162824,-0.98842412",0,0,1,,0,4.749191,4.749186,4.749195,0.0001,1,23
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.10910872679082391056451747535599138220,VALID,,72,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.29300000,0.29300000","-0.00080000,1.00000000,0.00000000,0.11756000,0.00009000,-0.99307000",0,0,1,,0,1.200003,1.199995,1.200010,0.0007,1,72
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.11737565581518909484267300197984509663,VALID,,120,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.39060000,0.39060000","-0.06345000,0.99793000,0.01083000,0.12187000,0.01852000,-0.99237000",0,0,1,,0,1.000000,0.999993,1.000004,0.0008,1,120
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.13214029342533938517652352258439262599,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.13670000,0.13670000","-0.04567000,0.99896000,-0.00000000,0.13113000,0.00599000,-0.99135000",0,0,1,,0,3.500000,3.499993,3.500008,0.0002,1,28
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.41354211195430466784250577056783033079,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.13670000,0.13670000","-0.04567000,0.99896000,0.00000000,0.13113000,0.00600000,-0.99135000",0,0,1,,0,3.500000,3.499993,3.500001,0.0002,1,28
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.48572788903787591848141713638081804289,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.13670000,0.13670000","0.99703000,0.02695000,0.07211000,-0.03122000,0.99778000,0.05876000",0,0,1,,0,3.500000,3.499992,3.500008,0.0002,1,30
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.66667859664715657792629151649204522842,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.13670000,0.13670000","0.99364000,0.06709000,0.09039000,0.08771000,0.04184000,-0.99527000",0,0,1,,0,3.299999,3.299997,3.300004,0.0002,1,29
1.2.826.0.1.3680043.8.498.63986652686300452077410299429386420400,1.2.826.0.1.3680043.8.498.94159108194169999083165058615767925598,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.13670000,0.13670000","0.99364000,0.06709000,0.09039000,0.08771000,0.04184000,-0.99527000",0,0,1,,0,3.300000,3.299997,3.300004,0.0001,1,29
1.2.826.0.1.3680043.8.498.64022112049842890696609934970222024490,1.2.826.0.1.3680043.8.498.33182328540963800244465748903730501699,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.18419822,0.98287135,0.00590918,0.01005196,0.00412798,-0.99994093",0,0,1,,0,3.299998,3.299998,3.300006,0.0002,1,30
1.2.826.0.1.3680043.8.498.64022112049842890696609934970222024490,1.2.826.0.1.3680043.8.498.45839545070972499502032024589094517183,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99995822,-0.00000000,0.00914039,0.00000000,1.00000000,0.00000000",0,0,1,,0,4.400000,4.399998,4.400002,0.0000,1,30
1.2.826.0.1.3680043.8.498.64022112049842890696609934970222024490,1.2.826.0.1.3680043.8.498.70692094148559982491748201044251703569,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31449163,0.31449163","0.99790192,0.06407909,0.00925711,0.00900480,0.00422529,-0.99995053",0,0,1,,0,3.700000,3.699997,3.700005,0.0001,1,30
1.2.826.0.1.3680043.8.498.64022112049842890696609934970222024490,1.2.826.0.1.3680043.8.498.70745973073002788221936642810060809144,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.18419822,0.98287135,0.00590918,0.01005196,0.00412798,-0.99994093",0,0,1,,0,3.299998,3.299998,3.300006,0.0002,1,30
1.2.826.0.1.3680043.8.498.64022949342538714157641824612944253302,1.2.826.0.1.3680043.8.498.11426830536881196254997158258771963347,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31124750,0.31124750","-0.32367238,0.94616920,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300002,3.299995,3.300002,0.0002,1,30
1.2.826.0.1.3680043.8.498.64022949342538714157641824612944253302,1.2.826.0.1.3680043.8.498.36983293267458786187579569717074502992,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31124750,0.31124750","-0.32367238,0.94616920,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300002,3.299995,3.300002,0.0002,1,30
1.2.826.0.1.3680043.8.498.64022949342538714157641824612944253302,1.2.826.0.1.3680043.8.498.80517486696363605853052240738674786074,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,448,448,"0.35714287,0.35714287","1.00000000,0.00000000,0.00000000,0.00000000,1.00000000,0.00000000",0,0,1,,0,4.400001,4.399998,4.400002,0.0001,1,30
1.2.826.0.1.3680043.8.498.64022949342538714157641824612944253302,1.2.826.0.1.3680043.8.498.90055663962881372374705678351299936229,VALID,,28,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","1.00000000,0.00000000,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.700000,3.699997,3.700005,0.0001,1,28
1.2.826.0.1.3680043.8.498.64029768638431636860053484202080135316,1.2.826.0.1.3680043.8.498.11264914717427199652533018356333331526,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.99210318,-0.09808112,0.07817531,0.09336236,0.16128898,-0.98248121",0,0,1,,0,4.500017,4.499902,4.500046,0.0026,1,29
1.2.826.0.1.3680043.8.498.64029768638431636860053484202080135316,1.2.826.0.1.3680043.8.498.40763069999351114310749467550473737078,VALID,,18,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.15550615,0.97524982,0.15718024,0.10891912,0.14121802,-0.98396854",0,0,1,,0,4.500017,4.499839,4.500116,0.0040,1,18
1.2.826.0.1.3680043.8.498.64029768638431636860053484202080135316,1.2.826.0.1.3680043.8.498.41843332463858550290023830687132498365,VALID,,29,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.99210320,-0.09808110,0.07817504,0.09336227,0.16128881,-0.98248125",0,0,1,,0,4.500017,4.499902,4.500017,0.0026,1,29
1.2.826.0.1.3680043.8.498.64029768638431636860053484202080135316,1.2.826.0.1.3680043.8.498.66522863643571842033949316225159000904,VALID,,18,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.15550616,0.97524982,0.15718024,0.10891912,0.14121802,-0.98396854",0,0,1,,0,4.500017,4.499839,4.500116,0.0040,1,18
1.2.826.0.1.3680043.8.498.64029768638431636860053484202080135316,1.2.826.0.1.3680043.8.498.92275457609564505719840286003323646902,VALID,,26,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33200000,0.33200000","0.99152355,-0.10964647,0.06970435,0.09853270,0.98426537,0.14667309",0,0,1,,0,4.500020,4.499852,4.500116,0.0037,1,26
1.2.826.0.1.3680043.8.498.64034149345689391514924451724232196567,1.2.826.0.1.3680043.8.498.13192245180019854951176487428567683993,VALID,,38,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.98364000,-0.13817000,-0.11556000,-0.10578000,0.07617000,-0.99147000",0,0,1,,0,3.300002,3.299998,3.300004,0.0001,1,38
1.2.826.0.1.3680043.8.498.64034149345689391514924451724232196567,1.2.826.0.1.3680043.8.498.33420519692968549181409920530080655943,VALID,,34,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.98982000,0.00825000,-0.14210000,-0.00065000,0.99857000,0.05345000",0,0,1,,0,4.499998,4.499990,4.500005,0.0002,1,34
1.2.826.0.1.3680043.8.498.64034149345689391514924451724232196567,1.2.826.0.1.3680043.8.498.56283714095107313607477606327242223936,VALID,,47,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","-0.00910000,0.99810000,0.06087000,-0.11580000,0.05941000,-0.99149000",0,0,1,,0,2.200004,2.199988,2.200008,0.0007,1,47
1.2.826.0.1.3680043.8.498.64034149345689391514924451724232196567,1.2.826.0.1.3680043.8.498.58828232864393461135515052189720229850,VALID,,47,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.15630000,0.15630000","-0.00910000,0.99810000,0.06087000,-0.11580000,0.05941000,-0.99149000",0,0,1,,0,2.200004,2.199996,2.200005,0.0003,1,47
1.2.826.0.1.3680043.8.498.64034149345689391514924451724232196567,1.2.826.0.1.3680043.8.498.71514182472260592483182091136783828025,VALID,,38,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.15630000,0.15630000","0.98364000,-0.13817000,-0.11556000,-0.10578000,0.07617000,-0.99147000",0,0,1,,0,3.300000,3.299995,3.300004,0.0002,1,38
1.2.826.0.1.3680043.8.498.64066465191710322298540005681534170036,1.2.826.0.1.3680043.8.498.37543665007390806194856756843810394413,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.53125000,0.53125000","0.91653574,-0.39898119,-0.02786113,0.00078590,0.07145750,-0.99744334",0,0,1,,0,3.299999,3.299998,3.300005,0.0002,1,30
1.2.826.0.1.3680043.8.498.64066465191710322298540005681534170036,1.2.826.0.1.3680043.8.498.50355091183758585249254987579720349131,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,256,256,"0.66406250,0.66406250","0.40218149,0.91555831,0.00174310,-0.04528772,0.02179520,-0.99873620",0,0,1,,0,3.600000,3.599995,3.600010,0.0003,1,30
1.2.826.0.1.3680043.8.498.64066465191710322298540005681534170036,1.2.826.0.1.3680043.8.498.51065489933406602478860570608109833344,VALID,,32,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.53125000,0.53125000","0.91153215,-0.40343647,-0.07967532,0.40584026,0.91380401,0.01599720",0,0,1,,0,3.600000,3.599996,3.600004,0.0001,1,32
1.2.826.0.1.3680043.8.498.64066465191710322298540005681534170036,1.2.826.0.1.3680043.8.498.61440899752885841992342211519564310574,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,384,384,"0.44270834,0.44270834","0.91653574,-0.39898119,-0.02786113,0.00078590,0.07145750,-0.99744334",0,0,1,,0,3.299999,3.299998,3.300005,0.0002,1,30
1.2.826.0.1.3680043.8.498.64066465191710322298540005681534170036,1.2.826.0.1.3680043.8.498.62096756886898344100266223186038520531,VALID,,40,MR,1.2.840.10008.5.1.4.1.1.4,320,320,"0.53125000,0.53125000","0.40218153,0.91555829,0.00174312,-0.04528777,0.02179525,-0.99873619",0,0,1,,0,3.299999,3.299990,3.300005,0.0003,1,40
1.2.826.0.1.3680043.8.498.64109231850522212435708176045583779359,1.2.826.0.1.3680043.8.498.27707079228780823513779665330708100926,VALID,,22,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.36458385,0.36458385","-0.10157256,0.99446797,0.02676667,-0.00572472,0.02632109,-0.99963713",0,0,1,,0,4.059997,4.059990,4.060005,0.0002,1,22
1.2.826.0.1.3680043.8.498.64109231850522212435708176045583779359,1.2.826.0.1.3680043.8.498.29052784760152232718216899649366735895,VALID,,20,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.34378937,0.34378937","0.98971444,0.14302516,-0.00301955,-0.14289457,0.98937589,0.02676667",0,0,1,,0,5.804347,5.804345,5.804349,0.0000,1,20
1.2.826.0.1.3680043.8.498.64109231850522212435708176045583779359,1.2.826.0.1.3680043.8.498.30453616258766845693612493955308604015,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.32291666,0.32291666","0.99398983,0.10910818,-0.00892485,-0.01406100,0.04639558,-0.99882418",0,0,1,,0,5.536997,5.536995,5.537002,0.0001,1,16
1.2.826.0.1.3680043.8.498.64109231850522212435708176045583779359,1.2.826.0.1.3680043.8.498.43320620226749204901419630826990430488,VALID,,25,MR,1.2.840.10008.5.1.4.1.1.4,1024,1024,"0.17089868,0.17089868","-0.10157256,0.99446797,0.02676667,-0.00572472,0.02632109,-0.99963713",0,0,1,,0,3.660000,3.659996,3.660011,0.0003,1,25
1.2.826.0.1.3680043.8.498.64109231850522212435708176045583779359,1.2.826.0.1.3680043.8.498.45821445233767806305351908625693997344,VALID,,16,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.32291666,0.32291666","0.98967457,0.14317845,-0.00664817,-0.01806062,0.07855651,-0.99674606",0,0,1,,0,5.536997,5.536992,5.537000,0.0001,1,16
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.10192777225050747611729749702310348730,VALID,,40,MR,1.2.840.10008.5.1.4.1.1.4,720,720,"0.22510794,0.22510794","0.99753267,-0.07020344,0.00000000,0.07020344,0.99753267,0.00000000",0,0,1,,0,3.299999,3.299995,3.300003,0.0001,1,40
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.11982348505403086580060489582365394772,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33203125,0.33203125","0.99480480,-0.10180080,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.500000,3.499994,3.500003,0.0002,1,30
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.13384458520869252098551861492013033867,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.30357143,0.30357143","-0.11223886,0.99368125,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300000,3.299996,3.300004,0.0001,1,30
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.24265693779716117598255595242222212306,VALID,,40,MR,1.2.840.10008.5.1.4.1.1.4,528,528,"0.30696535,0.30696535","0.99753267,-0.07020344,0.00000000,0.07020344,0.99753267,0.00000000",0,0,1,,0,3.299999,3.299995,3.300003,0.0001,1,40
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.34971319078797963615416790655479509590,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,640,640,"0.26562500,0.26562500","-0.11223886,0.99368125,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300000,3.299996,3.300004,0.0001,1,30
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.55787414140753925274618680298630905599,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,560,560,"0.30357143,0.30357143","0.99480480,-0.10180080,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.500000,3.499994,3.500003,0.0002,1,30
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.76464933211712135417193862157471764296,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,480,480,"0.35416666,0.35416666","-0.11223886,0.99368125,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.300000,3.299996,3.300004,0.0001,1,30
1.2.826.0.1.3680043.8.498.64119798231341423127851203797783576453,1.2.826.0.1.3680043.8.498.78784524109401998229449018195964317362,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.33203125,0.33203125","0.99480480,-0.10180080,0.00000000,0.00000000,0.00000000,-1.00000000",0,0,1,,0,3.500000,3.499994,3.500003,0.0002,1,30
1.2.826.0.1.3680043.8.498.64172939203926034064618447795131041647,1.2.826.0.1.3680043.8.498.10683482485489089443534047429757920660,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.99831909,0.05602004,0.01485720,-0.05724857,0.99311990,0.10215414",0,0,1,,0,4.400000,4.399998,4.400002,0.0000,1,30
1.2.826.0.1.3680043.8.498.64172939203926034064618447795131041647,1.2.826.0.1.3680043.8.498.66745447937781325627331504532884245657,VALID,,30,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31449163,0.31449163","0.99831909,0.05602004,0.01485720,0.00903231,0.10283298,-0.99465764",0,0,1,,0,3.700001,3.699994,3.700002,0.0002,1,30
1.2.826.0.1.3680043.8.498.64172939203926034064618447795131041647,1.2.826.0.1.3680043.8.498.67047257877536729299971808226566111936,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.18593612,0.97858167,0.08835008,0.03205471,0.08382889,-0.99596447",0,0,1,,0,3.300002,3.299994,3.300010,0.0002,1,35
1.2.826.0.1.3680043.8.498.64172939203926034064618447795131041647,1.2.826.0.1.3680043.8.498.94284373427192175022504978348793882084,VALID,,35,MR,1.2.840.10008.5.1.4.1.1.4,512,512,"0.31250000,0.31250000","0.18593612,0.97858167,0.08835008,0.03205471,0.08382889,-0.99596447",0,0,1,,0,3.300002,3.299994,3.300010,0.0002,1,35
